Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2015 [YR2015]
European Union,EUU,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.857270358,4.685834092
Fragile and conflict affected situations,FCS,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.332772399,2.274221304
Heavily indebted poor countries (HIPC),HPC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.387840686,3.367189455
High income,HIC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.657223592,4.498335757
IBRD only,IBD,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.438108837,3.130011581
IDA & IBRD total,IBT,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.371696676,3.092404166
IDA blend,IDB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.188446848,2.433514364
IDA only,IDX,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.816527756,2.793970748
IDA total,IDA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.545901634,2.613842161
Late-demographic dividend,LTE,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.223482175,2.85173979
Latin America & Caribbean,LCN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.141251981,5.387915593
Latin America & Caribbean (excluding high income),LAC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.025974545,5.388833457
Latin America & the Caribbean (IDA & IBRD countries),TLA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.992892052,5.207270544
Least developed countries: UN classification,LDC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.698258122,2.651965232
Low & middle income,LMY,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.292264788,3.07658901
Low income,LIC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.713173846,2.856339293
Lower middle income,LMC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.218412927,3.126857601
Middle East & North Africa,MEA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.619795448,4.747794952
Middle East & North Africa (excluding high income),MNA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.940306437,3.848963401
Middle East & North Africa (IDA & IBRD countries),TMN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.940306437,3.848963401
Middle income,MIC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.307220076,3.079868609
North America,NAC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.854897321,4.436006008
Not classified,INX,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..
OECD members,OED,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.63889605,4.489699336
Other small states,OSS,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.901671981,3.735814175
Pacific island small states,PSS,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,6.254990461,5.899622976
Post-demographic dividend,PST,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.636500573,4.471639421
Pre-demographic dividend,PRE,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.583262913,2.539241585
Small states,SST,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.982969644,3.804533583
South Asia,SAS,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.83002719,2.806768194
South Asia (IDA & IBRD),TSA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.83002719,2.806768194
Sub-Saharan Africa,SSF,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.485162133,3.196706496
Sub-Saharan Africa (excluding high income),SSA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.485066127,3.195842489
Sub-Saharan Africa (IDA & IBRD countries),TSS,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.485162133,3.196706496
Upper middle income,UMC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.338460593,3.064605741
World,WLD,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.248164037,3.990864137
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 02/15/2022,,,,,
